MAAMOV,DISH CALL,SLING CALL,MULTICAST,PORT,SSM1,SSM2,BUNDLE,BUNDLE NAME,In Use,Sentry Number,Audio_1,Audio_2,Primary Port,Backup Port,EVERTZ - Template,EVERTZ - DMG1,EVERTZ - DMG2,EVERTZ - Encoder,EVERTZ - IRD1,EVERTZ - IRD2,EVERTZ - Launch Status,EVERTZ  Note-1,EVERTZ  Note-2,EVERTZ - Source Description,Daily Summery Include,Sling Call DUPLICATE,Multicast DUPLICATE
TV5MND,NA,TV5MND,232.20.5.144,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 5,,,Port 37,Port 1037,Encoder,DMG1,DMG2,ENCODER,,,Customer,TV5 MONDE,,Cheyenne Service,YES,ok,ok
TV5MSTY,NA,TV5MSTY,232.70.5.61,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 38,Port 1038,Outside,,,,,,Customer,TV5 Monde Style,,Building 2,YES,ok,ok
TV5NW,TV5NW,TV5NW,232.20.97.142,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 39,Port 1039,Encoder,DMG1,DMG2,ENCODER,,,Customer,TV5 News (Telugu),,Cheyenne Service,YES,ok,ok
TV9,TV9,TV9,232.20.214.39,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 5,,,Port 40,Port 1040,Encoder,DMG1,DMG2,ENCODER,,,Customer,TV9 Gujarati (Hindi),,Cheyenne Service,YES,ok,ok
OLD_TV9TE,OLD_TV9TE,OLD_TV9TE,232.20.97.114,3101,172.31.1.21,172.31.2.21,BUNDLE,NOBUNDLE,No,Sentry 5,,,Port 41,Port 1041,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,SKIP,ok,ok
TVATEL,NA,TVATEL,232.70.5.69,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 42,Port 1042,Outside,,,,,,Customer,,,Building 2,YES,ok,ok
TVB1,TVB1,TVB1,232.20.98.166,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 43,Port 1043,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TVB2,TVB2,TVB2,232.20.98.168,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 44,Port 1044,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TVB8,TVB8,TVB8,232.20.94.13,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 45,Port 1045,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TVBDRA,TVBD,TVBDRA,232.20.98.176,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 46,Port 1046,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TVBE,TVBE,TVBE,232.20.98.175,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 47,Port 1047,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TVBHD,TVBHD,TVBHD,232.20.6.205,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 48,Port 1048,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,Cheyenne Service,YES,ok,ok
TVBOL,NA,TVBOL,232.70.5.3,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 49,Port 1049,Outside,,,,,,Customer,BOLIVIA TV,,Building 2,YES,ok,ok
TVBS,TVBS,TVBS,232.20.94.80,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 50,Port 1050,Encoder,DMG1,DMG2,ENCODER,,,Customer,TVBS (Cantonese),,Cheyenne Service,YES,ok,ok
TVBV,NA,TVBV,232.168.50.88,3101,172.31.1.21,172.31.2.21,BUNDLE,VYVX,Yes,Sentry 5,,,Port 51,Port 1051,Encoder,DMG1,DMG2,ENCODER,,,Customer,TVB Vietnam (Vietnamese),,Cheyenne Service,YES,ok,ok
TVEA2,TVEI,TVEA2,232.23.37.196,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 52,Port 1052,Encoder,DMG1,DMG2,ENCODER,,,Customer,Television Espanola Internacional,,Gilbert Service,YES,ok,ok
TVLNDHD,TVLNDHD,TVLNDHD,232.168.50.51,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 53,Port 1053,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,TV Land HD,GIL IRD -  548,Gilbert IRD,YES,ok,ok
TVN24,TVN24,TVN24,232.70.6.172 ,1234,172.31.27.23,172.31.28.23,BUNDLE,TATA,Yes,Sentry 5,,,Port 54,Port 1054,Outside,,,,,,Customer,TVN 24,,Building 2,YES,ok,ok
TVONEGL,TVONE,TVONEGL,232.20.214.38,3101,172.31.1.24,172.31.2.24,BUNDLE,DBS,Yes,Sentry 5,,,Port 55,Port 1055,Encoder,DMG1,DMG2,ENCODER,,,Customer,TV One (Urdu),,Cheyenne Service,YES,ok,ok
TVPEARL,TVBP,TVPEARL,232.20.98.148,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 56,Port 1056,Encoder,DMG1,DMG2,ENCODER,,,Customer,TVB Pearl (Cantonese),,Cheyenne Service,YES,ok,ok
TVQUIS,TVQUIS,TVQUIS,232.70.5.14,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 57,Port 1057,Outside,,,,,,Customer,TV Quisqueya,,Building 2,YES,ok,ok
TVREPPL,NA,TVREPPL,232.23.13.48,3101,172.31.1.24,172.31.2.24,BUNDLE,NEXTOLOGIES,Yes,Sentry 5,,,Port 58,Port 1058,IRD,DMG1,DMG2,,Gilbert Fiber,Gilbert Fiber,Customer,TV REPUBLIKA,NEXTOLOGIES DELIVERY: A FIBER SOURCE IN STM1770 FEEDS COMPRESSION DMGS,Gilbert Fiber Service,YES,ok,ok
TVVEN,NA,TVVEN,232.168.50.93,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 59,Port 1059,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,TV Venezuela,GIL IRD -  582,Gilbert IRD,YES,ok,ok
TYCHD,TYCHD,TYCHD,232.168.50.7,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 60,Port 1060,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,TyC Sports,GIL IRD -  544,Gilbert IRD,YES,ok,ok
UBN,UBN,UBN,232.20.97.178,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 61,Port 1061,Encoder,DMG1,DMG2,ENCODER,,,Customer,UBN (TAIWAN),,Cheyenne Service,YES,ok,ok
UDAYA,UDAYA,UDAYA,232.20.96.169,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 62,Port 1062,Encoder,DMG1,DMG2,ENCODER,,,Customer,Udaya TV (Hindi),,Cheyenne Service,YES,ok,ok
UNIHD,UNVSN,UNIHD,232.23.41.165,3101,172.31.1.22,172.31.2.22,BUNDLE,DBS,Yes,Sentry 5,,,Port 63,Port 1063,Encoder,DMG1,DMG2,ENCODER,,,Customer,Univisión Este HD (Spanish),,Gilbert Service,YES,ok,ok
UNVSOHD,UNVSO,UNVSOHD,232.70.2.108,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 64,Port 1064,Outside,,,,,,Customer,Universo,,Building 2,YES,ok,ok
USAHD,USA,USAHD,232.70.2.103,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 65,Port 1065,Outside,,,,,,Customer,USA Network HD East,,Building 2,YES,ok,ok
VAANI,NA,VAANI,232.70.5.71,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 66,Port 1066,Outside,,,,,,Customer,Vaani TV,,Building 2,YES,ok,ok
VH1,VH1,VH1,232.168.50.100,3101,172.31.1.32,172.31.2.32,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 67,Port 1067,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,Video Hits-One HD,GIL IRD -  593,Gilbert IRD,YES,ok,ok
OLD_VIBRANT,NA,OLD_VIBRANT,232.70.5.81,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,No,Sentry 5,,,Port 68,Port 1068,Outside,,,,,,Customer,Vibrant,,Building 2,SKIP,ok,ok
VICEHD,VICE,VICEHD,232.70.3.4,1234,172.31.27.21,172.31.28.21,BUNDLE,AandE,Yes,Sentry 5,,,Port 69,Port 1069,Outside,,,,,,Customer,VICELAND,,Building 2,YES,ok,ok
VKIDS,NA,VKIDS,232.168.50.82,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 70,Port 1070,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,Vme Kids,GIL IRD -  579,Gilbert IRD,YES,ok,ok
VROLA,NA,VROLA,232.168.50.87,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 71,Port 1071,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,Video Rola,GIL IRD -  578,Gilbert IRD,YES,ok,ok
WAGADT,WAGA,WAGADT,232.31.9.4,3101,172.31.1.23,172.31.2.23,BUNDLE,DBS,Yes,Sentry 5,,,Port 72,Port 1072,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WAGA,,LRF Encoder,YES,ok,ok
WAMI,WAMI,WAMI,232.31.125.11,3101,172.31.1.23,172.31.2.23,BUNDLE,DBS,Yes,Sentry 5,,,Port 73,Port 1073,LRF,DMG1,DMG2,ENCODER,,,Customer,UniMas Miami,,LRF Encoder,YES,ok,ok
WBKODT,WBKOD,WBKODT,232.31.25.9,3101,172.31.1.22,172.31.2.22,BUNDLE,NOBUNDLE,Yes,Sentry 5,,,Port 74,Port 1074,Encoder,DMG1,DMG2,ENCODER,,,Customer,,,LRF Encoder,YES,ok,ok
WBTS,NA,WBTS,232.70.2.161,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 75,Port 1075,Outside,,,,,,Customer,NBC WBTS,,Building 2,YES,ok,ok
WCAUDT,WCAU,WCAUDT,232.70.2.154,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 76,Port 1076,Outside,,,,,,Customer,NBC-WCAU,,Building 2,YES,ok,ok
WETVSTR,WE,WETVSTR,232.70.2.72,1234,172.31.27.23,172.31.28.23,BUNDLE,AMC_,Yes,Sentry 5,,,Port 77,Port 1077,Outside,,,,,,Customer,WE HD,,Building 2,YES,ok,ok
WFDC,WFDC,WFDC,232.31.203.10,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 78,Port 1078,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Washington,,LRF Encoder,YES,ok,ok
WFLDDT,WFLD,WFLDDT,232.31.224.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 79,Port 1079,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WFLD,,LRF Encoder,YES,ok,ok
WFNUSHD,WFN,WFNUSHD,232.168.50.83,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 80,Port 1080,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,World Fishing Network,GIL IRD -  577,Gilbert IRD,YES,ok,ok
WFTT,WFTT,WFTT,232.31.190.10,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 81,Port 1081,LRF,DMG1,DMG2,ENCODER,,,Customer,UniMas Tampa,,LRF Encoder,YES,ok,ok
WFUTDT,WFUTDT,WFUTDT,232.31.136.7,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 82,Port 1082,LRF,DMG1,DMG2,ENCODER,,,Customer,UniMas New York City,,LRF Encoder,YES,ok,ok
WGBO,WGBO,WGBO,232.31.224.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 83,Port 1083,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Chicago,,LRF Encoder,YES,ok,ok
WILXTRA,NA,WILXTRA,232.70.5.145,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 84,Port 1084,Encoder,DMG1,DMG2,ENCODER,,,Customer,Willow Extra,,Cheyenne Service,YES,ok,ok
OLD_WILXTRA-IPL,OLD_WILXTRA-IPL,OLD_WILXTRA-IPL,232.0.0.1,1234,172.31.27.23,172.31.28.23,SKIP,NOBUNDLE,No,Sentry 5,,,Port 85,Port 1085,Outside,,,,,,Customer,WILLOW EXTRA,,Building 2,SKIP,ok,ok
WJBKDT,WJBK,WJBKDT,232.31.55.24,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 86,Port 1086,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WJBK,,LRF Encoder,YES,ok,ok
WJZYDT,WJZY,WJZYDT,232.31.34.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 87,Port 1087,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WJZY,,LRF Encoder,YES,ok,ok
WLII,WLII,WLII,232.31.174.10,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 88,Port 1088,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision San Juan,,LRF Encoder,YES,ok,ok
WLLOHD,WLLOW,WLLOHD,232.70.5.146,1234,172.31.27.23,172.31.28.23,BUNDLE,ZIXI,Yes,Sentry 5,,,Port 89,Port 1089,Encoder,DMG1,DMG2,ENCODER,,,Customer,WILLOW CRICKET HD,,Cheyenne Service,YES,ok,ok
OLD_WLLOHD-IPL,OLD_WLLOHD-IPL,OLD_WLLOHD-IPL,232.0.0.2,1234,172.31.27.23,172.31.28.23,SKIP,NOBUNDLE,No,Sentry 5,,,Port 90,Port 1090,Outside,,,,,,Beta,WILLOW CRICKET HD,,Building 2,SKIP,ok,ok
WLTV,WLTV,WLTV,232.31.125.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 91,Port 1091,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Miami,,LRF Encoder,YES,ok,ok
WLZEDT,WLZE,WLZEDT,232.31.68.30,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 92,Port 1092,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision - WLZE,,LRF Encoder,YES,ok,ok
WMAQDT,WMAQ,WMAQDT,232.70.2.157,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 93,Port 1093,Outside,,,,,,Customer,NBC-WMAQ,,Building 2,YES,ok,ok
WNBCDT,WNBC,WNBCDT,232.70.2.151,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 94,Port 1094,Outside,,,,,,Customer,NBC-WNBC,,Building 2,YES,ok,ok
WNYWDT,WNYW,WNYWDT,232.31.136.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 95,Port 1095,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WNYW,,LRF Encoder,YES,ok,ok
WOFLDT,WOFL,WOFLDT,232.31.143.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 96,Port 1096,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WOFL,,LRF Encoder,YES,ok,ok
WOGXDT,WOGX,WOGXDT,232.31.72.13,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 97,Port 1097,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WOGX,,LRF Encoder,YES,ok,ok
WOTF,WOTF,WOTF,232.31.143.10,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 98,Port 1098,LRF,DMG1,DMG2,ENCODER,,,Customer,UniMas Orlando,,LRF Encoder,YES,ok,ok
WQHS,WQHS,WQHS,232.31.42.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 99,Port 1099,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Cleveland,,LRF Encoder,YES,ok,ok
WRCDT,WRC,WRCDT,232.70.2.155,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 100,Port 1100,Outside,,,,,,Customer,NBC-WRC,,Building 2,YES,ok,ok
WRGTDT,WRGT,WRGTDT,232.31.52.4,3101,172.31.1.24,172.31.2.24,BUNDLE,NOBUNDLE,Yes,Sentry 5,,,Port 101,Port 1101,LRF,DMG1,DMG2,ENCODER,,,Beta,,,LRF Encoder,YES,ok,ok
WTTGDT,WTTG,WTTGDT,232.31.203.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 102,Port 1102,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WTTG,,LRF Encoder,YES,ok,ok
WTVJDT,WTVJ,WTVJDT,232.70.2.152,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 103,Port 1103,Outside,,,,,,Customer,NBC-WTVJ,,Building 2,YES,ok,ok
WTVT,WTVT,WTVT,232.31.190.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 104,Port 1104,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WTVT,,LRF Encoder,YES,ok,ok
WTXFDT,WTXF,WTXFDT,232.31.150.4,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 105,Port 1105,LRF,DMG1,DMG2,ENCODER,,,Customer,FOX-WTXF,,LRF Encoder,YES,ok,ok
WUNI,WUNI,WUNI,232.31.24.137,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 106,Port 1106,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Boston,,LRF Encoder,YES,ok,ok
WUTF,WUTF,WUTF,232.31.24.139,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 107,Port 1107,LRF,DMG1,DMG2,ENCODER,,,Customer,UniMas Boston,,LRF Encoder,YES,ok,ok
WUVC,WUVC,WUVC,232.31.158.10,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 108,Port 1108,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Raleigh,,LRF Encoder,YES,ok,ok
WUVG,WUVG,WUVG,232.31.9.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 109,Port 1109,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Atlanta,,LRF Encoder,YES,ok,ok
WUVN,WUVN,WUVN,232.31.86.8,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 110,Port 1110,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Hartford,,LRF Encoder,YES,ok,ok
WUVP,WUVP,WUVP,232.31.150.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 111,Port 1111,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Philadelphia,,LRF Encoder,YES,ok,ok
WVEA,WVEA,WVEA,232.31.190.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 112,Port 1112,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Tampa,,LRF Encoder,YES,ok,ok
WVEN,WVEN,WVEN,232.31.143.9,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 113,Port 1113,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision Orlando,,LRF Encoder,YES,ok,ok
WVITDT,WVIT,WVITDT,232.70.2.153,1234,172.31.27.22,172.31.28.22,BUNDLE,NBC,Yes,Sentry 5,,,Port 114,Port 1114,Outside,,,,,,Customer,NBC-WVIT,,Building 2,YES,ok,ok
WXFT,WXFT,WXFT,232.31.224.8,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 115,Port 1115,LRF,DMG1,DMG2,ENCODER,,,Customer,UniMas Chicago,,LRF Encoder,YES,ok,ok
WXTV,WXTV,WXTV,232.31.136.8,3101,172.31.1.23,172.31.2.23,BUNDLE,LOCALS,Yes,Sentry 5,,,Port 116,Port 1116,LRF,DMG1,DMG2,ENCODER,,,Customer,Univision New York City,,LRF Encoder,YES,ok,ok
PPV3,NA,PPV3,232.23.36.58,3101,172.31.1.22,172.31.2.22,BUNDLE,Gilbert MCR,Yes,Sentry 5,,,Port 117,Port 1117,Encoder,DMG1,DMG2,ENCODER,,,Customer,Pay Per View,Gilbert Master Control Service: Sling 58,Gilbert Service,SKIP,ok,ok
YEMTV,YEMTV,YEMTV,232.70.1.55,3101,172.31.27.71,172.31.28.71,BUNDLE,MX1,Yes,Sentry 5,,,Port 118,Port 1118,Outside,,,,,,Customer,Yemen TV,,Building 2,YES,ok,ok
YESBOHD,YESBOHD,YESBOHD,232.168.50.45,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 119,Port 1119,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,YES Network,GIL IRD -  547,Gilbert IRD,YES,ok,ok
YESHDNY,YESHDNY,YESHDNY,232.168.50.44,3101,172.31.1.31,172.31.2.31,BUNDLE,Gilbert IRD,Yes,Sentry 5,,,Port 120,Port 1120,IRD,DMG1,DMG2,,IRD1,IRD2,Customer,YES Network,GIL IRD -  546,Gilbert IRD,YES,ok,ok
YOYO,YOYO,YOYO,232.20.97.98,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 121,Port 1121,Encoder,DMG1,DMG2,ENCODER,,,Customer,Yoyo TV (Taiwanese),,Cheyenne Service,YES,ok,ok
ZAFLAM,NA,ZAFLAM,232.20.96.150,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 122,Port 1122,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Aflam,,Cheyenne Service,YES,ok,ok
ZALWAN,NA,ZALWAN,232.20.96.86,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 123,Port 1123,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Alwan,,Cheyenne Service,YES,ok,ok
ZBNGL,ZBNGL,ZBNGL,232.20.96.151,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 124,Port 1124,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Bangla,,Cheyenne Service,YES,ok,ok
ZBUSN,NA,ZBUSN,232.70.6.108,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 125,Port 1125,Outside,,,,,,Customer,Zee Business,,Building 2,YES,ok,ok
ZCIN,ZCINE,ZCIN,232.20.97.51,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 126,Port 1126,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Cinema (Hindi),,Cheyenne Service,YES,ok,ok
ZEEANM,NA,ZEEANM,232.70.6.106,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 127,Port 1127,Outside,,,,,,Customer,Zee Anmol,,Building 2,YES,ok,ok
ZEECBIN,ZEECBIN,ZEECBIN,232.70.6.107,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 128,Port 1128,Outside,,,,,,Customer,Zee Bangla Cinema,,Building 2,YES,ok,ok
ZEEBOLL,NA,ZEEBOLL,232.70.6.118,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 129,Port 1129,Outside,,,,,,Customer,ZETC Bollywood,,Building 2,YES,ok,ok
ZEECINH,NA,ZEECINH,232.70.6.117,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 130,Port 1130,Outside,,,,,,Customer,ZEE CINEMA,,Building 2,YES,ok,ok
ZEECL,NA,ZEECL,232.70.6.109,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 131,Port 1131,Outside,,,,,,Customer,Zee Classic,,Building 2,YES,ok,ok
ZEEKA,ZEEKA,ZEEKA,232.20.97.83,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 132,Port 1132,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Kannada (Hindi),,Cheyenne Service,YES,ok,ok
ZEEKAL,NA,ZEEKAL,232.70.6.110,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 133,Port 1133,Outside,,,,,,Customer,Zee Kalinga,,Building 2,YES,ok,ok
ZEEMAR,NA,ZEEMAR,232.70.6.114,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 134,Port 1134,Outside,,,,,,Customer,Zee Marathi (Marathi),,Building 2,YES,ok,ok
ZEEMPC,NA,ZEEMPC,232.70.6.111,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 135,Port 1135,Outside,,,,,,Customer,Zee MP & Chhattisgarh,,Building 2,YES,ok,ok
ZEEMR,ZEEMR,ZEEMR,232.20.96.17,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 136,Port 1136,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Marathi (Marathi),,Cheyenne Service,YES,ok,ok
ZEEMUN,ZESPN,ZEEMUN,232.23.39.240,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 137,Port 1137,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Mundo,,Gilbert Service,YES,ok,ok
ZEEPUNJ,NA,ZEEPUNJ,232.70.6.112,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 138,Port 1138,Outside,,,,,,Customer,Zee Punjabi,,Building 2,YES,ok,ok
ZEEPUR,NA,ZEEPUR,232.70.6.113,1234,172.31.27.22,172.31.28.22,BUNDLE,TATA,Yes,Sentry 5,,,Port 139,Port 1139,Outside,,,,,,Customer,Zee Purvaiya,,Building 2,YES,ok,ok
ZEES,ZSALM,ZEES,232.20.96.152,3101,172.31.1.21,172.31.2.21,BUNDLE,DBS,Yes,Sentry 5,,,Port 140,Port 1140,Encoder,DMG1,DMG2,ENCODER,,,Customer,Zee Salaam,,Cheyenne Service,YES,ok,ok
